"period","zone","gender","cancer","count"
"1999-2003","S01002119","All","Breast Cancer",2
"2002-2006","S01002115","All","Breast Cancer",4
"1999-2003","S01002110","All","Breast Cancer",3
"1997-2001","S01002119","All","Breast Cancer",3
"1999-2003","S01002106","All","Breast Cancer",0
"2000-2004","S01002105","All","Breast Cancer",3
"2005-2009","S01002119","All","Breast Cancer",6
"2000-2004","S01002110","All","Breast Cancer",2
"1999-2003","S01002115","All","Breast Cancer",2
"1997-2001","S01002113","All","Breast Cancer",4
"2001-2005","S01002110","All","Breast Cancer",2
"2002-2006","S01002114","All","Breast Cancer",0
"2005-2009","S01002117","All","Breast Cancer",0
"2003-2007","S01002119","All","Breast Cancer",4
"2002-2006","S01002110","All","Breast Cancer",0
"1999-2003","S01002114","All","Breast Cancer",3
"2003-2007","S01002110","All","Breast Cancer",0
"1998-2002","S01002108","All","Breast Cancer",1
"2004-2008","S01002114","All","Breast Cancer",0
"2002-2006","S01002116","All","Breast Cancer",5
"2000-2004","S01002119","All","Breast Cancer",1
"2004-2008","S01002110","All","Breast Cancer",2
"2002-2006","S01002108","All","Breast Cancer",0
"2003-2007","S01002114","All","Breast Cancer",0
"2005-2009","S01002110","All","Breast Cancer",2
"2001-2005","S01002106","All","Breast Cancer",1
"2001-2005","S01002117","All","Breast Cancer",2
"2001-2005","S01002111","All","Breast Cancer",5
"1999-2003","S01002118","All","Breast Cancer",1
"2000-2004","S01002111","All","Breast Cancer",6
"2003-2007","S01002116","All","Breast Cancer",5
"1998-2002","S01002106","All","Breast Cancer",0
"2000-2004","S01002107","All","Breast Cancer",3
"2000-2004","S01002118","All","Breast Cancer",1
"1999-2003","S01002107","All","Breast Cancer",4
"2004-2008","S01002111","All","Breast Cancer",2
"2001-2005","S01002119","All","Breast Cancer",0
"2003-2007","S01002105","Male","Malignant Neoplasms",10
"1998-2002","S01002105","Male","Malignant Neoplasms",12
"1998-2002","S01002115","Male","Malignant Neoplasms",15
"1997-2001","S01002105","Male","Malignant Neoplasms",9
"2004-2008","S01002115","Male","Malignant Neoplasms",8
"2001-2005","S01002105","Male","Malignant Neoplasms",11
"2000-2004","S01002105","Male","Malignant Neoplasms",10
"2004-2008","S01002105","Male","Malignant Neoplasms",9
"2002-2006","S01002105","Male","Malignant Neoplasms",12
"2005-2009","S01002105","Male","Malignant Neoplasms",12
"1999-2003","S01002115","Male","Malignant Neoplasms",13
"1999-2003","S01002105","Male","Malignant Neoplasms",11
"2005-2009","S01002115","Male","Malignant Neoplasms",8
"2000-2004","S01002115","Male","Malignant Neoplasms",13
"2003-2007","S01002106","Male","Malignant Neoplasms",5
"2002-2006","S01002106","Male","Malignant Neoplasms",5
"2005-2009","S01002118","Male","Malignant Neoplasms",9
"2003-2007","S01002115","Male","Malignant Neoplasms",8
"1998-2002","S01002106","Male","Malignant Neoplasms",13
"1997-2001","S01002106","Male","Malignant Neoplasms",13
"2000-2004","S01002106","Male","Malignant Neoplasms",9
"1999-2003","S01002106","Male","Malignant Neoplasms",11
"2001-2005","S01002106","Male","Malignant Neoplasms",7
"2005-2009","S01002106","Male","Malignant Neoplasms",5
"2004-2008","S01002106","Male","Malignant Neoplasms",6
"2001-2005","S01002115","Male","Malignant Neoplasms",14
"2000-2004","S01002107","Male","Malignant Neoplasms",4
"1997-2001","S01002107","Male","Malignant Neoplasms",5
"2002-2006","S01002118","Male","Malignant Neoplasms",9
"2005-2009","S01002107","Male","Malignant Neoplasms",10
"2002-2006","S01002115","Male","Malignant Neoplasms",12
"2004-2008","S01002107","Male","Malignant Neoplasms",10
"2003-2007","S01002107","Male","Malignant Neoplasms",7
"1998-2002","S01002107","Male","Malignant Neoplasms",3
"1999-2003","S01002107","Male","Malignant Neoplasms",3
"1997-2001","S01002115","Male","Malignant Neoplasms",13
"2002-2006","S01002107","Male","Malignant Neoplasms",4
"2001-2005","S01002107","Male","Malignant Neoplasms",5
"2003-2007","S01002108","Male","Malignant Neoplasms",9
"1997-2001","S01002108","Male","Malignant Neoplasms",5
"2002-2006","S01002116","Male","Malignant Neoplasms",10
"2002-2006","S01002108","Male","Malignant Neoplasms",9
"1999-2003","S01002108","Male","Malignant Neoplasms",6
"1999-2003","S01002118","Male","Malignant Neoplasms",8
"1998-2002","S01002116","Male","Malignant Neoplasms",7
"2004-2008","S01002108","Male","Malignant Neoplasms",9
"2005-2009","S01002108","Male","Malignant Neoplasms",5
"2000-2004","S01002108","Male","Malignant Neoplasms",9
"2001-2005","S01002108","Male","Malignant Neoplasms",7
"2001-2005","S01002116","Male","Malignant Neoplasms",9
"1998-2002","S01002108","Male","Malignant Neoplasms",4
"2003-2007","S01002118","Male","Malignant Neoplasms",8
"2005-2009","S01002109","Male","Malignant Neoplasms",4
"2003-2007","S01002116","Male","Malignant Neoplasms",8
"2002-2006","S01002109","Male","Malignant Neoplasms",3
"1998-2002","S01002109","Male","Malignant Neoplasms",3
"2003-2007","S01002109","Male","Malignant Neoplasms",4
"2001-2005","S01002119","Male","Malignant Neoplasms",11
"2000-2004","S01002116","Male","Malignant Neoplasms",8
"2004-2008","S01002109","Male","Malignant Neoplasms",4
"2005-2009","S01002119","Male","Malignant Neoplasms",7
"2001-2005","S01002109","Male","Malignant Neoplasms",3
"1999-2003","S01002109","Male","Malignant Neoplasms",4
"2004-2008","S01002116","Male","Malignant Neoplasms",11
"2000-2004","S01002109","Male","Malignant Neoplasms",4
"1997-2001","S01002109","Male","Malignant Neoplasms",3
"1997-2001","S01002110","Male","Malignant Neoplasms",7
"2000-2004","S01002119","Male","Malignant Neoplasms",12
"1998-2002","S01002110","Male","Malignant Neoplasms",7
"2004-2008","S01002118","Male","Malignant Neoplasms",9
"1999-2003","S01002110","Male","Malignant Neoplasms",9
"2005-2009","S01002116","Male","Malignant Neoplasms",12
"2000-2004","S01002110","Male","Malignant Neoplasms",7
"1997-2001","S01002116","Male","Malignant Neoplasms",7
"2001-2005","S01002110","Male","Malignant Neoplasms",10
"2002-2006","S01002110","Male","Malignant Neoplasms",11
"2003-2007","S01002110","Male","Malignant Neoplasms",9
"1999-2003","S01002116","Male","Malignant Neoplasms",7
"2004-2008","S01002110","Male","Malignant Neoplasms",10
"2005-2009","S01002110","Male","Malignant Neoplasms",14
"1999-2003","S01002111","Male","Malignant Neoplasms",15
"1998-2002","S01002117","Male","Malignant Neoplasms",12
"2002-2006","S01002111","Male","Malignant Neoplasms",12
"1997-2001","S01002111","Male","Malignant Neoplasms",17
"2005-2009","S01002111","Male","Malignant Neoplasms",16
"2000-2004","S01002111","Male","Malignant Neoplasms",15
"2003-2007","S01002119","Male","Malignant Neoplasms",8
"2004-2008","S01002111","Male","Malignant Neoplasms",15
"1997-2001","S01002117","Male","Malignant Neoplasms",12
"2003-2007","S01002111","Male","Malignant Neoplasms",15
"1998-2002","S01002111","Male","Malignant Neoplasms",16
"2001-2005","S01002111","Male","Malignant Neoplasms",15
"1999-2003","S01002112","Male","Malignant Neoplasms",8
"2002-2006","S01002119","Male","Malignant Neoplasms",11
"2002-2006","S01002112","Male","Malignant Neoplasms",13
"2004-2008","S01002112","Male","Malignant Neoplasms",13
"2005-2009","S01002117","Male","Malignant Neoplasms",10
"1998-2002","S01002112","Male","Malignant Neoplasms",9
"2003-2007","S01002112","Male","Malignant Neoplasms",14
"2000-2004","S01002112","Male","Malignant Neoplasms",13
"1997-2001","S01002119","Male","Malignant Neoplasms",12
"1999-2003","S01002117","Male","Malignant Neoplasms",11
"1997-2001","S01002112","Male","Malignant Neoplasms",10
"2005-2009","S01002112","Male","Malignant Neoplasms",10
"2004-2008","S01002117","Male","Malignant Neoplasms",9
"2001-2005","S01002112","Male","Malignant Neoplasms",15
"2000-2004","S01002113","Male","Malignant Neoplasms",14
"2001-2005","S01002117","Male","Malignant Neoplasms",5
"2001-2005","S01002113","Male","Malignant Neoplasms",12
"2002-2006","S01002113","Male","Malignant Neoplasms",13
"2000-2004","S01002117","Male","Malignant Neoplasms",7
"1999-2003","S01002113","Male","Malignant Neoplasms",15
"1998-2002","S01002113","Male","Malignant Neoplasms",16
"2003-2007","S01002113","Male","Malignant Neoplasms",8
"2002-2006","S01002117","Male","Malignant Neoplasms",7
"1999-2003","S01002119","Male","Malignant Neoplasms",14
"2004-2008","S01002113","Male","Malignant Neoplasms",12
"2003-2007","S01002117","Male","Malignant Neoplasms",9
"2005-2009","S01002113","Male","Malignant Neoplasms",12
"1997-2001","S01002113","Male","Malignant Neoplasms",15
"2004-2008","S01002114","Male","Malignant Neoplasms",8
"1998-2002","S01002118","Male","Malignant Neoplasms",6
"2003-2007","S01002114","Male","Malignant Neoplasms",10
"1997-2001","S01002114","Male","Malignant Neoplasms",10
"2005-2009","S01002114","Male","Malignant Neoplasms",10
"1999-2003","S01002114","Male","Malignant Neoplasms",13
"2001-2005","S01002118","Male","Malignant Neoplasms",7
"1998-2002","S01002114","Male","Malignant Neoplasms",10
"2001-2005","S01002114","Male","Malignant Neoplasms",9
"2004-2008","S01002119","Male","Malignant Neoplasms",6
"1998-2002","S01002119","Male","Malignant Neoplasms",13
"1997-2001","S01002118","Male","Malignant Neoplasms",7
"2000-2004","S01002114","Male","Malignant Neoplasms",11
"2002-2006","S01002114","Male","Malignant Neoplasms",12
"2000-2004","S01002118","Male","Malignant Neoplasms",7
"2000-2004","S01002112","Female","Malignant Neoplasms",13
"2003-2007","S01002105","Female","Malignant Neoplasms",9
"1997-2001","S01002105","Female","Malignant Neoplasms",16
"1998-2002","S01002105","Female","Malignant Neoplasms",14
"2003-2007","S01002112","Female","Malignant Neoplasms",13
"1998-2002","S01002110","Female","Malignant Neoplasms",11
"2004-2008","S01002114","Female","Malignant Neoplasms",5
"2004-2008","S01002115","Female","Malignant Neoplasms",12
"2004-2008","S01002113","Female","Malignant Neoplasms",19
"1999-2003","S01002110","Female","Malignant Neoplasms",11
"1998-2002","S01002115","Female","Malignant Neoplasms",3
"2005-2009","S01002105","Female","Malignant Neoplasms",11
"2001-2005","S01002119","Female","Malignant Neoplasms",13
"2000-2004","S01002105","Female","Malignant Neoplasms",8
"2004-2008","S01002105","Female","Malignant Neoplasms",9
"1997-2001","S01002112","Female","Malignant Neoplasms",19
"1997-2001","S01002118","Female","Malignant Neoplasms",8
"2002-2006","S01002105","Female","Malignant Neoplasms",7
"2000-2004","S01002110","Female","Malignant Neoplasms",11
"1999-2003","S01002115","Female","Malignant Neoplasms",5
"1999-2003","S01002114","Female","Malignant Neoplasms",6
"2005-2009","S01002116","Female","Malignant Neoplasms",17
"2003-2007","S01002119","Female","Malignant Neoplasms",15
"1999-2003","S01002105","Female","Malignant Neoplasms",11
"2005-2009","S01002112","Female","Malignant Neoplasms",19
"2001-2005","S01002105","Female","Malignant Neoplasms",9
"2001-2005","S01002110","Female","Malignant Neoplasms",10
"1997-2001","S01002119","Female","Malignant Neoplasms",13
"2002-2006","S01002110","Female","Malignant Neoplasms",8
"2003-2007","S01002106","Female","Malignant Neoplasms",8
"2002-2006","S01002106","Female","Malignant Neoplasms",5
"2005-2009","S01002113","Female","Malignant Neoplasms",19
"1997-2001","S01002116","Female","Malignant Neoplasms",11
"2003-2007","S01002110","Female","Malignant Neoplasms",9
"1998-2002","S01002106","Female","Malignant Neoplasms",2
"2003-2007","S01002117","Female","Malignant Neoplasms",7
"2003-2007","S01002115","Female","Malignant Neoplasms",13
"1997-2001","S01002106","Female","Malignant Neoplasms",2
"1999-2003","S01002116","Female","Malignant Neoplasms",13
"2005-2009","S01002118","Female","Malignant Neoplasms",13
"2004-2008","S01002119","Female","Malignant Neoplasms",16
"2000-2004","S01002106","Female","Malignant Neoplasms",3
"2004-2008","S01002106","Female","Malignant Neoplasms",10
"2001-2005","S01002106","Female","Malignant Neoplasms",4
"2001-2005","S01002114","Female","Malignant Neoplasms",6
"1999-2003","S01002106","Female","Malignant Neoplasms",1
"2004-2008","S01002110","Female","Malignant Neoplasms",11
"2000-2004","S01002118","Female","Malignant Neoplasms",9
"2005-2009","S01002106","Female","Malignant Neoplasms",8
"2004-2008","S01002118","Female","Malignant Neoplasms",12
"2001-2005","S01002115","Female","Malignant Neoplasms",10
"2001-2005","S01002112","Female","Malignant Neoplasms",11
"2005-2009","S01002110","Female","Malignant Neoplasms",9
"2002-2006","S01002118","Female","Malignant Neoplasms",6
"1999-2003","S01002111","Female","Malignant Neoplasms",14
"2000-2004","S01002107","Female","Malignant Neoplasms",7
"1997-2001","S01002107","Female","Malignant Neoplasms",9
"2000-2004","S01002113","Female","Malignant Neoplasms",8
"2002-2006","S01002117","Female","Malignant Neoplasms",3
"2005-2009","S01002107","Female","Malignant Neoplasms",7
"1997-2001","S01002113","Female","Malignant Neoplasms",15
"2001-2005","S01002118","Female","Malignant Neoplasms",8
"2004-2008","S01002107","Female","Malignant Neoplasms",5
"2002-2006","S01002111","Female","Malignant Neoplasms",16
"2002-2006","S01002115","Female","Malignant Neoplasms",12
"2000-2004","S01002115","Female","Malignant Neoplasms",7
"1997-2001","S01002111","Female","Malignant Neoplasms",14
"2003-2007","S01002107","Female","Malignant Neoplasms",6
"1998-2002","S01002107","Female","Malignant Neoplasms",10
"2001-2005","S01002117","Female","Malignant Neoplasms",4
"1997-2001","S01002115","Female","Malignant Neoplasms",3
"1999-2003","S01002107","Female","Malignant Neoplasms",9
"1998-2002","S01002117","Female","Malignant Neoplasms",3
"2005-2009","S01002111","Female","Malignant Neoplasms",12
"2005-2009","S01002119","Female","Malignant Neoplasms",12
"1998-2002","S01002118","Female","Malignant Neoplasms",8
"2002-2006","S01002107","Female","Malignant Neoplasms",7
"2005-2009","S01002115","Female","Malignant Neoplasms",15
"2000-2004","S01002117","Female","Malignant Neoplasms",4
"2001-2005","S01002107","Female","Malignant Neoplasms",6
"1999-2003","S01002118","Female","Malignant Neoplasms",9
"2003-2007","S01002108","Female","Malignant Neoplasms",2
"2000-2004","S01002111","Female","Malignant Neoplasms",16
"2001-2005","S01002113","Female","Malignant Neoplasms",12
"2002-2006","S01002113","Female","Malignant Neoplasms",14
"2002-2006","S01002116","Female","Malignant Neoplasms",12
"2004-2008","S01002111","Female","Malignant Neoplasms",14
"2002-2006","S01002108","Female","Malignant Neoplasms",2
"1997-2001","S01002108","Female","Malignant Neoplasms",8
"1999-2003","S01002108","Female","Malignant Neoplasms",3
"1998-2002","S01002114","Female","Malignant Neoplasms",6
"2000-2004","S01002119","Female","Malignant Neoplasms",14
"1997-2001","S01002117","Female","Malignant Neoplasms",3
"2000-2004","S01002114","Female","Malignant Neoplasms",5
"2004-2008","S01002108","Female","Malignant Neoplasms",2
"1998-2002","S01002116","Female","Malignant Neoplasms",9
"2003-2007","S01002111","Female","Malignant Neoplasms",16
"2005-2009","S01002108","Female","Malignant Neoplasms",2
"2000-2004","S01002108","Female","Malignant Neoplasms",4
"1998-2002","S01002111","Female","Malignant Neoplasms",14
"2001-2005","S01002116","Female","Malignant Neoplasms",12
"2003-2007","S01002114","Female","Malignant Neoplasms",6
"2001-2005","S01002108","Female","Malignant Neoplasms",3
"2004-2008","S01002117","Female","Malignant Neoplasms",5
"1999-2003","S01002117","Female","Malignant Neoplasms",5
"2003-2007","S01002118","Female","Malignant Neoplasms",8
"1998-2002","S01002108","Female","Malignant Neoplasms",5
"1999-2003","S01002113","Female","Malignant Neoplasms",13
"2003-2007","S01002116","Female","Malignant Neoplasms",14
"2001-2005","S01002111","Female","Malignant Neoplasms",16
"2003-2007","S01002109","Female","Malignant Neoplasms",3
"1998-2002","S01002112","Female","Malignant Neoplasms",16
"1999-2003","S01002112","Female","Malignant Neoplasms",14
"2002-2006","S01002109","Female","Malignant Neoplasms",2
"1998-2002","S01002109","Female","Malignant Neoplasms",3
"1998-2002","S01002119","Female","Malignant Neoplasms",13
"2002-2006","S01002119","Female","Malignant Neoplasms",13
"2004-2008","S01002112","Female","Malignant Neoplasms",17
"1997-2001","S01002114","Female","Malignant Neoplasms",8
"1998-2002","S01002113","Female","Malignant Neoplasms",15
"2005-2009","S01002109","Female","Malignant Neoplasms",3
"2000-2004","S01002116","Female","Malignant Neoplasms",13
"2002-2006","S01002112","Female","Malignant Neoplasms",9
"2003-2007","S01002113","Female","Malignant Neoplasms",16
"1999-2003","S01002109","Female","Malignant Neoplasms",2
"2002-2006","S01002114","Female","Malignant Neoplasms",5
"1999-2003","S01002119","Female","Malignant Neoplasms",11
"2005-2009","S01002117","Female","Malignant Neoplasms",5
"2004-2008","S01002109","Female","Malignant Neoplasms",3
"2005-2009","S01002114","Female","Malignant Neoplasms",6
"1997-2001","S01002109","Female","Malignant Neoplasms",5
"2001-2005","S01002109","Female","Malignant Neoplasms",1
"2004-2008","S01002116","Female","Malignant Neoplasms",13
"2000-2004","S01002109","Female","Malignant Neoplasms",2
"1997-2001","S01002110","Female","Malignant Neoplasms",13
"2003-2007","S01002128","All","Colorectal Cancer",1
"2005-2009","S01002132","All","Colorectal Cancer",7
"2001-2005","S01002132","All","Colorectal Cancer",6
"2001-2005","S01002133","All","Colorectal Cancer",4
"2005-2009","S01002122","All","Colorectal Cancer",3
"2004-2008","S01002122","All","Colorectal Cancer",2
"1998-2002","S01002128","All","Colorectal Cancer",0
"2002-2006","S01002128","All","Colorectal Cancer",1
"2001-2005","S01002128","All","Colorectal Cancer",1
"1999-2003","S01002133","All","Colorectal Cancer",5
"2001-2005","S01002120","All","Colorectal Cancer",2
"2005-2009","S01002120","All","Colorectal Cancer",0
"1997-2001","S01002122","All","Colorectal Cancer",7
"1999-2003","S01002128","All","Colorectal Cancer",1
"2000-2004","S01002128","All","Colorectal Cancer",1
"1997-2001","S01002127","All","Colorectal Cancer",3
"2005-2009","S01002121","All","Colorectal Cancer",7
"2002-2006","S01002121","All","Colorectal Cancer",3
"1999-2003","S01002131","All","Colorectal Cancer",0
"1998-2002","S01002127","All","Colorectal Cancer",3
"2003-2007","S01002122","All","Colorectal Cancer",2
"1998-2002","S01002122","All","Colorectal Cancer",6
"2000-2004","S01002131","All","Colorectal Cancer",0
"2005-2009","S01002131","All","Colorectal Cancer",0
"2004-2008","S01002131","All","Colorectal Cancer",0
"2003-2007","S01002127","All","Colorectal Cancer",1
"1999-2003","S01002127","All","Colorectal Cancer",1
"2004-2008","S01002127","All","Colorectal Cancer",1
"2002-2006","S01002127","All","Colorectal Cancer",1
"2002-2006","S01002122","All","Colorectal Cancer",2
"2005-2009","S01002127","All","Colorectal Cancer",0
"2000-2004","S01002127","All","Colorectal Cancer",2
"2001-2005","S01002127","All","Colorectal Cancer",2
"2005-2009","S01002133","All","Colorectal Cancer",2
"1997-2001","S01002131","All","Colorectal Cancer",2
"2001-2005","S01002131","All","Colorectal Cancer",0
"2004-2008","S01002121","All","Colorectal Cancer",7
"1998-2002","S01002131","All","Colorectal Cancer",1
"2003-2007","S01002131","All","Colorectal Cancer",0
"2002-2006","S01002126","All","Colorectal Cancer",2
"1998-2002","S01002126","All","Colorectal Cancer",3
"2003-2007","S01002126","All","Colorectal Cancer",3
"2001-2005","S01002122","All","Colorectal Cancer",4
"2001-2005","S01002126","All","Colorectal Cancer",3
"1997-2001","S01002126","All","Colorectal Cancer",3
"2004-2008","S01002126","All","Colorectal Cancer",3
"1999-2003","S01002126","All","Colorectal Cancer",3
"2000-2004","S01002133","All","Colorectal Cancer",7
"2003-2007","S01002121","All","Colorectal Cancer",5
"2002-2006","S01002131","All","Colorectal Cancer",0
"1999-2003","S01002122","All","Colorectal Cancer",5
"2000-2004","S01002122","All","Colorectal Cancer",4
"2005-2009","S01002126","All","Colorectal Cancer",3
"2000-2004","S01002126","All","Colorectal Cancer",2
"2005-2009","S01002125","All","Colorectal Cancer",6
"2004-2008","S01002120","All","Colorectal Cancer",1
"2002-2006","S01002130","All","Colorectal Cancer",3
"2005-2009","S01002130","All","Colorectal Cancer",3
"2004-2008","S01002125","All","Colorectal Cancer",4
"2002-2006","S01002133","All","Colorectal Cancer",5
"1998-2002","S01002121","All","Colorectal Cancer",5
"1997-2001","S01002130","All","Colorectal Cancer",2
"2000-2004","S01002130","All","Colorectal Cancer",2
"2000-2004","S01002121","All","Colorectal Cancer",2
"2003-2007","S01002125","All","Colorectal Cancer",4
"2002-2006","S01002125","All","Colorectal Cancer",4
"2005-2009","S01002134","All","Colorectal Cancer",3
"2001-2005","S01002125","All","Colorectal Cancer",5
"1997-2001","S01002123","All","Colorectal Cancer",2
"2000-2004","S01002125","All","Colorectal Cancer",5
"2000-2004","S01002123","All","Colorectal Cancer",3
"2004-2008","S01002133","All","Colorectal Cancer",3
"1997-2001","S01002133","All","Colorectal Cancer",6
"2004-2008","S01002134","All","Colorectal Cancer",2
"1999-2003","S01002130","All","Colorectal Cancer",2
"1998-2002","S01002130","All","Colorectal Cancer",2
"2003-2007","S01002133","All","Colorectal Cancer",4
"1999-2003","S01002125","All","Colorectal Cancer",6
"1998-2002","S01002125","All","Colorectal Cancer",5
"1997-2001","S01002125","All","Colorectal Cancer",6
"2004-2008","S01002124","All","Colorectal Cancer",2
"2003-2007","S01002124","All","Colorectal Cancer",3
"1999-2003","S01002124","All","Colorectal Cancer",1
"1997-2001","S01002124","All","Colorectal Cancer",0
"2004-2008","S01002123","All","Colorectal Cancer",2
"2000-2004","S01002124","All","Colorectal Cancer",2
"2005-2009","S01002123","All","Colorectal Cancer",2
"2001-2005","S01002124","All","Colorectal Cancer",2
"1998-2002","S01002124","All","Colorectal Cancer",0
"2005-2009","S01002124","All","Colorectal Cancer",2
"2001-2005","S01002123","All","Colorectal Cancer",2
"2002-2006","S01002124","All","Colorectal Cancer",2
"2004-2008","S01002130","All","Colorectal Cancer",3
"2000-2004","S01002134","All","Colorectal Cancer",4
"1998-2002","S01002134","All","Colorectal Cancer",5
"2003-2007","S01002120","All","Colorectal Cancer",1
"2002-2006","S01002123","All","Colorectal Cancer",2
"1998-2002","S01002133","All","Colorectal Cancer",5
"1997-2001","S01002121","All","Colorectal Cancer",6
"2003-2007","S01002130","All","Colorectal Cancer",4
"2002-2006","S01002134","All","Colorectal Cancer",2
"2001-2005","S01002134","All","Colorectal Cancer",3
"2003-2007","S01002123","All","Colorectal Cancer",2
"1999-2003","S01002123","All","Colorectal Cancer",3
"2001-2005","S01002130","All","Colorectal Cancer",4
"1999-2003","S01002121","All","Colorectal Cancer",5
"1998-2002","S01002123","All","Colorectal Cancer",3
"2003-2007","S01002132","All","Colorectal Cancer",5
"1998-2002","S01002132","All","Colorectal Cancer",4
"1999-2003","S01002132","All","Colorectal Cancer",3
"2002-2006","S01002120","All","Colorectal Cancer",1
"1997-2001","S01002132","All","Colorectal Cancer",6
"2000-2004","S01002120","All","Colorectal Cancer",2
"1997-2001","S01002120","All","Colorectal Cancer",3
"2003-2007","S01002129","All","Colorectal Cancer",0
"1998-2002","S01002129","All","Colorectal Cancer",2
"1997-2001","S01002129","All","Colorectal Cancer",2
"1999-2003","S01002129","All","Colorectal Cancer",2
"2004-2008","S01002129","All","Colorectal Cancer",0
"2002-2006","S01002129","All","Colorectal Cancer",0
"2005-2009","S01002129","All","Colorectal Cancer",0
"2000-2004","S01002129","All","Colorectal Cancer",1
"2002-2006","S01002132","All","Colorectal Cancer",5
"2001-2005","S01002121","All","Colorectal Cancer",1
"1999-2003","S01002120","All","Colorectal Cancer",3
"2001-2005","S01002129","All","Colorectal Cancer",1
"1998-2002","S01002120","All","Colorectal Cancer",3
"2003-2007","S01002134","All","Colorectal Cancer",3
"1997-2001","S01002134","All","Colorectal Cancer",6
"2005-2009","S01002128","All","Colorectal Cancer",0
"2004-2008","S01002128","All","Colorectal Cancer",0
"1997-2001","S01002128","All","Colorectal Cancer",0
"2000-2004","S01002132","All","Colorectal Cancer",4
"1999-2003","S01002134","All","Colorectal Cancer",5
"2004-2008","S01002132","All","Colorectal Cancer",5
"2003-2007","S01002120","All","Malignant Neoplasms",19
"2005-2009","S01002128","All","Lung Cancer",1
"2000-2004","S01002125","All","Lung Cancer",2
"2001-2005","S01002122","All","Lung Cancer",2
"1997-2001","S01002128","All","Lung Cancer",1
"2005-2009","S01002134","All","Lung Cancer",2
"1998-2002","S01002134","All","Lung Cancer",1
"2001-2005","S01002126","All","Lung Cancer",2
"1998-2002","S01002129","All","Lung Cancer",4
"2004-2008","S01002126","All","Lung Cancer",4
"2004-2008","S01002131","All","Lung Cancer",3
"2002-2006","S01002130","All","Lung Cancer",0
"2004-2008","S01002124","All","Lung Cancer",2
"1999-2003","S01002122","All","Lung Cancer",1
"2000-2004","S01002124","All","Lung Cancer",2
"1999-2003","S01002126","All","Lung Cancer",1
"1998-2002","S01002126","All","Lung Cancer",3
"1998-2002","S01002130","All","Lung Cancer",2
"2002-2006","S01002129","All","Lung Cancer",4
"2002-2006","S01002121","All","Lung Cancer",5
"2003-2007","S01002120","All","Lung Cancer",1
"2004-2008","S01002132","All","Lung Cancer",2
"2005-2009","S01002122","All","Lung Cancer",1
"2000-2004","S01002120","All","Lung Cancer",2
"1997-2001","S01002130","All","Lung Cancer",2
"2003-2007","S01002126","All","Lung Cancer",2
"2000-2004","S01002126","All","Lung Cancer",2
"1997-2001","S01002132","All","Lung Cancer",8
"2004-2008","S01002121","All","Lung Cancer",5
"2001-2005","S01002131","All","Lung Cancer",2
"2005-2009","S01002131","All","Lung Cancer",2
"1997-2001","S01002123","All","Lung Cancer",2
"2001-2005","S01002125","All","Lung Cancer",3
"2002-2006","S01002126","All","Lung Cancer",2
"2003-2007","S01002124","All","Lung Cancer",3
"2004-2008","S01002123","All","Lung Cancer",2
"1997-2001","S01002129","All","Lung Cancer",5
"2005-2009","S01002121","All","Lung Cancer",5
"2001-2005","S01002127","All","Lung Cancer",2
"1999-2003","S01002131","All","Lung Cancer",3
"2002-2006","S01002132","All","Lung Cancer",2
"2005-2009","S01002125","All","Lung Cancer",4
"1999-2003","S01002130","All","Lung Cancer",2
"1999-2003","S01002134","All","Lung Cancer",1
"2005-2009","S01002130","All","Lung Cancer",0
"2004-2008","S01002130","All","Lung Cancer",0
"2000-2004","S01002121","All","Lung Cancer",5
"2000-2004","S01002131","All","Lung Cancer",2
"2004-2008","S01002134","All","Lung Cancer",2
"2000-2004","S01002133","All","Lung Cancer",3
"1999-2003","S01002121","All","Lung Cancer",4
"2000-2004","S01002130","All","Lung Cancer",1
"2004-2008","S01002127","All","Lung Cancer",3
"1998-2002","S01002120","All","Lung Cancer",2
"2001-2005","S01002134","All","Lung Cancer",3
"1997-2001","S01002124","All","Lung Cancer",0
"2001-2005","S01002132","All","Lung Cancer",2
"1998-2002","S01002121","All","Lung Cancer",4
"1997-2001","S01002121","All","Lung Cancer",3
"2000-2004","S01002129","All","Lung Cancer",5
"1999-2003","S01002132","All","Lung Cancer",6
"2003-2007","S01002121","All","Lung Cancer",5
"2004-2008","S01002129","All","Lung Cancer",4
"2003-2007","S01002131","All","Lung Cancer",2
"2005-2009","S01002123","All","Lung Cancer",2
"2000-2004","S01002132","All","Lung Cancer",5
"1997-2001","S01002122","All","Lung Cancer",4
"1998-2002","S01002128","All","Lung Cancer",1
"2000-2004","S01002127","All","Lung Cancer",2
"1998-2002","S01002131","All","Lung Cancer",3
"2003-2007","S01002127","All","Lung Cancer",4
"2005-2009","S01002129","All","Lung Cancer",6
"1997-2001","S01002127","All","Lung Cancer",3
"1999-2003","S01002129","All","Lung Cancer",6
"1999-2003","S01002120","All","Lung Cancer",2
"2002-2006","S01002133","All","Lung Cancer",3
"2002-2006","S01002122","All","Lung Cancer",2
"1999-2003","S01002127","All","Lung Cancer",3
"2003-2007","S01002122","All","Lung Cancer",2
"2003-2007","S01002123","All","Lung Cancer",3
"1998-2002","S01002127","All","Lung Cancer",3
"2000-2004","S01002123","All","Lung Cancer",1
"1998-2002","S01002123","All","Lung Cancer",1
"2002-2006","S01002125","All","Lung Cancer",3
