"period","zone","gender","cancer","count"
"2005-2009","S01002127","All","Lung Cancer",3
"2000-2004","S01002122","All","Lung Cancer",2
"2002-2006","S01002127","All","Lung Cancer",3
"2003-2007","S01002125","All","Lung Cancer",2
"1998-2002","S01002124","All","Lung Cancer",0
"1998-2002","S01002122","All","Lung Cancer",3
"2005-2009","S01002133","All","Lung Cancer",4
"1997-2001","S01002120","All","Lung Cancer",4
"2001-2005","S01002123","All","Lung Cancer",2
"1997-2001","S01002126","All","Lung Cancer",3
"2001-2005","S01002129","All","Lung Cancer",4
"2005-2009","S01002124","All","Lung Cancer",2
"1997-2001","S01002131","All","Lung Cancer",4
"2001-2005","S01002121","All","Lung Cancer",5
"2003-2007","S01002132","All","Lung Cancer",2
"2001-2005","S01002133","All","Lung Cancer",3
"2002-2006","S01002120","All","Lung Cancer",1
"1997-2001","S01002125","All","Lung Cancer",4
"2003-2007","S01002134","All","Lung Cancer",2
"1999-2003","S01002133","All","Lung Cancer",2
"1998-2002","S01002133","All","Lung Cancer",2
"2002-2006","S01002134","All","Lung Cancer",3
"2004-2008","S01002128","All","Lung Cancer",1
"2004-2008","S01002122","All","Lung Cancer",2
"2003-2007","S01002133","All","Lung Cancer",2
"1999-2003","S01002128","All","Lung Cancer",2
"2001-2005","S01002128","All","Lung Cancer",2
"2004-2008","S01002125","All","Lung Cancer",4
"1999-2003","S01002123","All","Lung Cancer",2
"2005-2009","S01002132","All","Lung Cancer",3
"1997-2001","S01002133","All","Lung Cancer",2
"2002-2006","S01002131","All","Lung Cancer",2
"1998-2002","S01002125","All","Lung Cancer",2
"2001-2005","S01002120","All","Lung Cancer",0
"2003-2007","S01002130","All","Lung Cancer",0
"2000-2004","S01002134","All","Lung Cancer",1
"2001-2005","S01002130","All","Lung Cancer",1
"2000-2004","S01002128","All","Lung Cancer",1
"1999-2003","S01002124","All","Lung Cancer",1
"1998-2002","S01002132","All","Lung Cancer",7
"2002-2006","S01002124","All","Lung Cancer",3
"2004-2008","S01002133","All","Lung Cancer",3
"1997-2001","S01002134","All","Lung Cancer",2
"2002-2006","S01002128","All","Lung Cancer",2
"2004-2008","S01002120","All","Lung Cancer",1
"2003-2007","S01002128","All","Lung Cancer",1
"2005-2009","S01002120","All","Lung Cancer",1
"2003-2007","S01002129","All","Lung Cancer",6
"1999-2003","S01002125","All","Lung Cancer",1
"2005-2009","S01002126","All","Lung Cancer",3
"2002-2006","S01002123","All","Lung Cancer",3
"2001-2005","S01002124","All","Lung Cancer",3
"1998-2002","S01002132","All","Prostate Cancer",4
"1997-2001","S01002128","All","Prostate Cancer",2
"2004-2008","S01002128","All","Prostate Cancer",1
"2000-2004","S01002122","All","Prostate Cancer",8
"1998-2002","S01002120","All","Prostate Cancer",0
"2002-2006","S01002132","All","Prostate Cancer",1
"2000-2004","S01002128","All","Prostate Cancer",1
"2001-2005","S01002134","All","Prostate Cancer",2
"1999-2003","S01002129","All","Prostate Cancer",4
"2005-2009","S01002129","All","Prostate Cancer",5
"2001-2005","S01002129","All","Prostate Cancer",4
"2002-2006","S01002129","All","Prostate Cancer",2
"1999-2003","S01002120","All","Prostate Cancer",0
"1997-2001","S01002120","All","Prostate Cancer",0
"1997-2001","S01002121","All","Prostate Cancer",6
"2004-2008","S01002129","All","Prostate Cancer",4
"2003-2007","S01002129","All","Prostate Cancer",4
"1998-2002","S01002129","All","Prostate Cancer",4
"1999-2003","S01002132","All","Prostate Cancer",4
"1997-2001","S01002129","All","Prostate Cancer",4
"2003-2007","S01002132","All","Prostate Cancer",0
"2000-2004","S01002129","All","Prostate Cancer",4
"1999-2003","S01002121","All","Prostate Cancer",4
"2001-2005","S01002132","All","Prostate Cancer",3
"1998-2002","S01002121","All","Prostate Cancer",4
"1997-2001","S01002132","All","Prostate Cancer",5
"2000-2004","S01002120","All","Prostate Cancer",0
"1997-2001","S01002134","All","Prostate Cancer",2
"2004-2008","S01002134","All","Prostate Cancer",4
"2000-2004","S01002134","All","Prostate Cancer",2
"2003-2007","S01002134","All","Prostate Cancer",3
"2000-2004","S01002132","All","Prostate Cancer",3
"2005-2009","S01002121","All","Prostate Cancer",1
"2003-2007","S01002123","All","Prostate Cancer",5
"2005-2009","S01002123","All","Prostate Cancer",3
"2002-2006","S01002120","All","Prostate Cancer",0
"1999-2003","S01002124","All","Prostate Cancer",1
"1999-2003","S01002123","All","Prostate Cancer",3
"1998-2002","S01002124","All","Prostate Cancer",1
"2001-2005","S01002130","All","Prostate Cancer",2
"1999-2003","S01002130","All","Prostate Cancer",2
"2000-2004","S01002130","All","Prostate Cancer",2
"2001-2005","S01002123","All","Prostate Cancer",4
"2004-2008","S01002130","All","Prostate Cancer",1
"2002-2006","S01002121","All","Prostate Cancer",2
"2004-2008","S01002123","All","Prostate Cancer",4
"2005-2009","S01002124","All","Prostate Cancer",8
"2000-2004","S01002124","All","Prostate Cancer",2
"2005-2009","S01002130","All","Prostate Cancer",0
"1997-2001","S01002124","All","Prostate Cancer",0
"2002-2006","S01002124","All","Prostate Cancer",7
"2002-2006","S01002130","All","Prostate Cancer",1
"2003-2007","S01002124","All","Prostate Cancer",8
"2004-2008","S01002124","All","Prostate Cancer",8
"2001-2005","S01002124","All","Prostate Cancer",2
"2003-2007","S01002120","All","Prostate Cancer",0
"1997-2001","S01002125","All","Prostate Cancer",3
"2000-2004","S01002123","All","Prostate Cancer",4
"2002-2006","S01002123","All","Prostate Cancer",6
"2003-2007","S01002130","All","Prostate Cancer",1
"1998-2002","S01002125","All","Prostate Cancer",2
"1998-2002","S01002130","All","Prostate Cancer",2
"2004-2008","S01002121","All","Prostate Cancer",1
"1997-2001","S01002123","All","Prostate Cancer",6
"1999-2003","S01002125","All","Prostate Cancer",2
"2000-2004","S01002125","All","Prostate Cancer",2
"1997-2001","S01002130","All","Prostate Cancer",2
"2003-2007","S01002121","All","Prostate Cancer",2
"2001-2005","S01002125","All","Prostate Cancer",1
"2003-2007","S01002133","All","Prostate Cancer",3
"1997-2001","S01002133","All","Prostate Cancer",2
"2002-2006","S01002125","All","Prostate Cancer",1
"1998-2002","S01002123","All","Prostate Cancer",4
"2003-2007","S01002125","All","Prostate Cancer",1
"1998-2002","S01002131","All","Prostate Cancer",0
"2001-2005","S01002131","All","Prostate Cancer",0
"2004-2008","S01002125","All","Prostate Cancer",1
"2000-2004","S01002133","All","Prostate Cancer",3
"2004-2008","S01002133","All","Prostate Cancer",5
"2005-2009","S01002120","All","Prostate Cancer",0
"2005-2009","S01002125","All","Prostate Cancer",2
"1998-2002","S01002133","All","Prostate Cancer",4
"2002-2006","S01002126","All","Prostate Cancer",2
"2000-2004","S01002131","All","Prostate Cancer",0
"2003-2007","S01002131","All","Prostate Cancer",3
"2004-2008","S01002120","All","Prostate Cancer",0
"1999-2003","S01002126","All","Prostate Cancer",1
"2005-2009","S01002131","All","Prostate Cancer",3
"1999-2003","S01002122","All","Prostate Cancer",8
"2005-2009","S01002122","All","Prostate Cancer",12
"2004-2008","S01002126","All","Prostate Cancer",1
"1997-2001","S01002126","All","Prostate Cancer",1
"2005-2009","S01002134","All","Prostate Cancer",5
"2005-2009","S01002126","All","Prostate Cancer",2
"2002-2006","S01002133","All","Prostate Cancer",5
"2001-2005","S01002122","All","Prostate Cancer",9
"2003-2007","S01002126","All","Prostate Cancer",2
"2000-2004","S01002126","All","Prostate Cancer",1
"2005-2009","S01002133","All","Prostate Cancer",5
"2002-2006","S01002122","All","Prostate Cancer",10
"1998-2002","S01002126","All","Prostate Cancer",0
"2001-2005","S01002126","All","Prostate Cancer",2
"1997-2001","S01002131","All","Prostate Cancer",0
"2002-2006","S01002127","All","Prostate Cancer",2
"2004-2008","S01002131","All","Prostate Cancer",3
"2001-2005","S01002120","All","Prostate Cancer",0
"2001-2005","S01002121","All","Prostate Cancer",3
"1999-2003","S01002133","All","Prostate Cancer",3
"2003-2007","S01002127","All","Prostate Cancer",2
"2000-2004","S01002121","All","Prostate Cancer",3
"1999-2003","S01002127","All","Prostate Cancer",2
"1999-2003","S01002131","All","Prostate Cancer",0
"1998-2002","S01002122","All","Prostate Cancer",6
"2003-2007","S01002122","All","Prostate Cancer",10
"1998-2002","S01002127","All","Prostate Cancer",2
"2004-2008","S01002127","All","Prostate Cancer",2
"2000-2004","S01002127","All","Prostate Cancer",2
"1997-2001","S01002127","All","Prostate Cancer",1
"2002-2006","S01002131","All","Prostate Cancer",0
"2005-2009","S01002127","All","Prostate Cancer",2
"2001-2005","S01002127","All","Prostate Cancer",1
"2005-2009","S01002128","All","Prostate Cancer",1
"1999-2003","S01002128","All","Prostate Cancer",2
"1997-2001","S01002122","All","Prostate Cancer",6
"2004-2008","S01002132","All","Prostate Cancer",0
"2001-2005","S01002128","All","Prostate Cancer",2
"2001-2005","S01002133","All","Prostate Cancer",4
"2002-2006","S01002128","All","Prostate Cancer",2
"1999-2003","S01002134","All","Prostate Cancer",2
"2002-2006","S01002134","All","Prostate Cancer",3
"1998-2002","S01002128","All","Prostate Cancer",2
"2005-2009","S01002132","All","Prostate Cancer",0
"1998-2002","S01002134","All","Prostate Cancer",2
"2003-2007","S01002128","All","Prostate Cancer",1
"2004-2008","S01002122","All","Prostate Cancer",12
"1998-2002","S01002120","All","Malignant Neoplasms",12
"1997-2001","S01002120","All","Malignant Neoplasms",16
"2000-2004","S01002120","All","Malignant Neoplasms",14
"2001-2005","S01002120","All","Malignant Neoplasms",15
"2004-2008","S01002120","All","Malignant Neoplasms",16
"2002-2006","S01002120","All","Malignant Neoplasms",17
"1999-2003","S01002120","All","Malignant Neoplasms",14
"2005-2009","S01002120","All","Malignant Neoplasms",13
"2000-2004","S01002121","All","Malignant Neoplasms",20
"2003-2007","S01002121","All","Malignant Neoplasms",28
"2002-2006","S01002121","All","Malignant Neoplasms",23
"1999-2003","S01002121","All","Malignant Neoplasms",25
"1998-2002","S01002121","All","Malignant Neoplasms",23
"1997-2001","S01002121","All","Malignant Neoplasms",26
"2001-2005","S01002121","All","Malignant Neoplasms",18
"2005-2009","S01002121","All","Malignant Neoplasms",31
"2004-2008","S01002121","All","Malignant Neoplasms",30
"2000-2004","S01002122","All","Malignant Neoplasms",38
"1997-2001","S01002122","All","Malignant Neoplasms",47
"2005-2009","S01002122","All","Malignant Neoplasms",48
"2004-2008","S01002122","All","Malignant Neoplasms",49
"2003-2007","S01002122","All","Malignant Neoplasms",39
"1998-2002","S01002122","All","Malignant Neoplasms",48
"1999-2003","S01002122","All","Malignant Neoplasms",37
"2002-2006","S01002122","All","Malignant Neoplasms",41
"2001-2005","S01002122","All","Malignant Neoplasms",40
"1997-2001","S01002123","All","Malignant Neoplasms",36
"2003-2007","S01002123","All","Malignant Neoplasms",33
"2002-2006","S01002123","All","Malignant Neoplasms",30
"1999-2003","S01002123","All","Malignant Neoplasms",33
"2004-2008","S01002123","All","Malignant Neoplasms",32
"2005-2009","S01002123","All","Malignant Neoplasms",26
"2001-2005","S01002123","All","Malignant Neoplasms",30
"2000-2004","S01002123","All","Malignant Neoplasms",35
"1998-2002","S01002123","All","Malignant Neoplasms",33
"1997-2001","S01002124","All","Malignant Neoplasms",18
"2005-2009","S01002124","All","Malignant Neoplasms",31
"2002-2006","S01002124","All","Malignant Neoplasms",28
"2003-2007","S01002124","All","Malignant Neoplasms",31
"2004-2008","S01002124","All","Malignant Neoplasms",30
"1998-2002","S01002124","All","Malignant Neoplasms",15
"2001-2005","S01002124","All","Malignant Neoplasms",26
"1999-2003","S01002124","All","Malignant Neoplasms",22
"2000-2004","S01002124","All","Malignant Neoplasms",22
"1997-2001","S01002125","All","Malignant Neoplasms",35
"1998-2002","S01002125","All","Malignant Neoplasms",32
"1999-2003","S01002125","All","Malignant Neoplasms",35
"2000-2004","S01002125","All","Malignant Neoplasms",36
"2001-2005","S01002125","All","Malignant Neoplasms",35
"2002-2006","S01002125","All","Malignant Neoplasms",29
"2003-2007","S01002125","All","Malignant Neoplasms",27
"2004-2008","S01002125","All","Malignant Neoplasms",31
"2005-2009","S01002125","All","Malignant Neoplasms",31
"1999-2003","S01002126","All","Malignant Neoplasms",12
"2002-2006","S01002126","All","Malignant Neoplasms",20
"1997-2001","S01002126","All","Malignant Neoplasms",18
"2005-2009","S01002126","All","Malignant Neoplasms",24
"2000-2004","S01002126","All","Malignant Neoplasms",15
"2004-2008","S01002126","All","Malignant Neoplasms",26
"2003-2007","S01002126","All","Malignant Neoplasms",21
"1998-2002","S01002126","All","Malignant Neoplasms",14
"2001-2005","S01002126","All","Malignant Neoplasms",19
"1999-2003","S01002127","All","Malignant Neoplasms",23
"2002-2006","S01002127","All","Malignant Neoplasms",24
"2004-2008","S01002127","All","Malignant Neoplasms",22
"2003-2007","S01002127","All","Malignant Neoplasms",27
"2000-2004","S01002127","All","Malignant Neoplasms",22
"1998-2002","S01002127","All","Malignant Neoplasms",22
"1997-2001","S01002127","All","Malignant Neoplasms",21
"2005-2009","S01002127","All","Malignant Neoplasms",18
"2001-2005","S01002127","All","Malignant Neoplasms",25
"2000-2004","S01002128","All","Malignant Neoplasms",9
"2001-2005","S01002128","All","Malignant Neoplasms",13
"2002-2006","S01002128","All","Malignant Neoplasms",15
"1999-2003","S01002128","All","Malignant Neoplasms",9
"1998-2002","S01002128","All","Malignant Neoplasms",8
"2003-2007","S01002128","All","Malignant Neoplasms",11
"2004-2008","S01002128","All","Malignant Neoplasms",10
"2005-2009","S01002128","All","Malignant Neoplasms",10
"1997-2001","S01002128","All","Malignant Neoplasms",7
"2004-2008","S01002129","All","Malignant Neoplasms",25
"2003-2007","S01002129","All","Malignant Neoplasms",30
"1997-2001","S01002129","All","Malignant Neoplasms",37
"2005-2009","S01002129","All","Malignant Neoplasms",28
"1998-2002","S01002129","All","Malignant Neoplasms",29
"2001-2005","S01002129","All","Malignant Neoplasms",24
"1999-2003","S01002129","All","Malignant Neoplasms",26
"2002-2006","S01002129","All","Malignant Neoplasms",19
"2000-2004","S01002129","All","Malignant Neoplasms",26
"1998-2002","S01002130","All","Malignant Neoplasms",14
"2004-2008","S01002130","All","Malignant Neoplasms",10
"1999-2003","S01002130","All","Malignant Neoplasms",15
"2003-2007","S01002130","All","Malignant Neoplasms",11
"2005-2009","S01002130","All","Malignant Neoplasms",10
"2000-2004","S01002130","All","Malignant Neoplasms",11
"2001-2005","S01002130","All","Malignant Neoplasms",14
"2002-2006","S01002130","All","Malignant Neoplasms",11
"1997-2001","S01002130","All","Malignant Neoplasms",14
"2002-2006","S01002131","All","Malignant Neoplasms",11
"1998-2002","S01002131","All","Malignant Neoplasms",17
"2001-2005","S01002131","All","Malignant Neoplasms",17
"2000-2004","S01002131","All","Malignant Neoplasms",17
"2003-2007","S01002131","All","Malignant Neoplasms",16
"2004-2008","S01002131","All","Malignant Neoplasms",18
"1997-2001","S01002131","All","Malignant Neoplasms",22
"2005-2009","S01002131","All","Malignant Neoplasms",16
"1999-2003","S01002131","All","Malignant Neoplasms",17
"1997-2001","S01002132","All","Malignant Neoplasms",36
"1999-2003","S01002132","All","Malignant Neoplasms",32
"2005-2009","S01002132","All","Malignant Neoplasms",29
"2004-2008","S01002132","All","Malignant Neoplasms",22
"1998-2002","S01002132","All","Malignant Neoplasms",33
"2001-2005","S01002132","All","Malignant Neoplasms",27
"2000-2004","S01002132","All","Malignant Neoplasms",27
"2002-2006","S01002132","All","Malignant Neoplasms",27
"2003-2007","S01002132","All","Malignant Neoplasms",22
"1998-2002","S01002133","All","Malignant Neoplasms",38
"2001-2005","S01002133","All","Malignant Neoplasms",33
"2000-2004","S01002133","All","Malignant Neoplasms",38
"1997-2001","S01002133","All","Malignant Neoplasms",37
"2005-2009","S01002133","All","Malignant Neoplasms",24
"2002-2006","S01002133","All","Malignant Neoplasms",29
"2003-2007","S01002133","All","Malignant Neoplasms",24
"1999-2003","S01002133","All","Malignant Neoplasms",36
"2004-2008","S01002133","All","Malignant Neoplasms",23
"2002-2006","S01002134","All","Malignant Neoplasms",18
"2003-2007","S01002134","All","Malignant Neoplasms",19
"1999-2003","S01002134","All","Malignant Neoplasms",17
"1998-2002","S01002134","All","Malignant Neoplasms",16
"2000-2004","S01002134","All","Malignant Neoplasms",18
"2004-2008","S01002134","All","Malignant Neoplasms",18
"2001-2005","S01002134","All","Malignant Neoplasms",20
"2005-2009","S01002134","All","Malignant Neoplasms",21
"1997-2001","S01002134","All","Malignant Neoplasms",21
"1999-2003","S01002126","All","Breast Cancer",1
"1998-2002","S01002128","All","Breast Cancer",0
"1998-2002","S01002134","All","Breast Cancer",1
"1997-2001","S01002133","All","Breast Cancer",8
"1998-2002","S01002129","All","Breast Cancer",2
"1998-2002","S01002126","All","Breast Cancer",1
"2001-2005","S01002122","All","Breast Cancer",2
"2003-2007","S01002126","All","Breast Cancer",5
"1997-2001","S01002126","All","Breast Cancer",5
"1998-2002","S01002131","All","Breast Cancer",1
"2001-2005","S01002120","All","Breast Cancer",2
"1998-2002","S01002130","All","Breast Cancer",3
